,NAME,ADDRESS,CITY,ZIPCODE,STATEA,BUILDING_COST,CONTENT_COST,BUILDING_AREA,HUSBT,YEARBUILT,NUMSTORIES,SCHOOLID,EFCLASS,TRACT,LATITUDE,LONGITUDE,OCCUPANCY,CENSUSBLOCK,TERRAINID
285,Linapuni Elem - Bldg C,1434 LINAPUNI ST,HONOLULU,96819,HI,896000,896000,5120,WSF1,1965,1,HI001309,EFS1,15003006202,21.338775,-157.877534,EDU1,1.5003E+14,4
286,Ewa Elementary - Bldg K,91-1280 RENTON RD,EWA BEACH,96706,HI,1119125,1119125,6395,WSF1,1979,1,HI001099,EFS1,15003008605,21.3445,-158.034685,EDU1,1.5003E+14,3
287,Ewa Elementary - Bldg K,91-1280 Renton Rd,Ewa Beach,96706,HI,1119.13,1119.13,6395,WSF1,1979,1,HI000393,EFS1,15003008617,21.3445,-158.03469,EDU1,1.5003E+14,3
288,Makalapa Elementary - Bldg C,4435 SALT LAKE BLVD,HONOLULU,96819,HI,808150,808150,4618,WSF1,1971,1,HI001337,EFS1,15003007400,21.361227,-157.928547,EDU1,1.5003E+14,4
289,Wilson Elementary - Bldg B,4901 KILAUEA AVE,HONOLULU,96816,HI,1346800,1346800,7696,WSF1,1961,1,HI001899,EFS1,15003000901,21.282411,-157.784717,EDU1,1.5003E+14,4
290,Leihoku Elementary - Bldg C,86-285 LEIHOKU ST,WAIANAE,96792,HI,1177400,1177400,6728,WSF1,1987,1,HI001285,EFS1,15003009702,21.438689,-158.17437,EDU1,1.5003E+14,3
291,Leihoku Elementary - Bldg G,86-285 LEIHOKU ST,WAIANAE,96792,HI,277375,277375,1585,WSF1,1980,1,HI001288,EFS1,15003009702,21.438689,-158.17437,EDU1,1.5003E+14,3
292,Leihoku Elementary - Bldg C,86-285 Leihoku St,Waianae,96792,HI,1177.4,1177.4,6728,WSF1,1987,1,HI000703,EFS1,15003009703,21.43869,-158.17437,EDU1,1.5003E+14,3
293,Leihoku Elementary - Bldg G,86-285 Leihoku St,Waianae,96792,HI,277.38,277.38,1585,WSF1,1980,1,HI000706,EFS1,15003009703,21.43869,-158.17437,EDU1,1.5003E+14,3
294,Kipapa Elementary - Bldg C,95-440 KUAHELANI AVE,MILILANI,96789,HI,1333500,1333500,7620,WSF1,1961,1,HI001858,EFS1,15003008907,21.461394,-158.012643,EDU1,1.5003E+14,4
295,Kanoelani Elementary - Bldg D,94-1091 OLI LP,WAIPAHU,96797,HI,989625,989625,5655,WSF1,1987,1,HI001248,EFS1,15003008923,21.416094,-157.998502,EDU1,1.5003E+14,4
296,Honowai Elementary - Bldg F,94-660 HONOWAI ST,WAIPAHU,96797,HI,1503600,1503600,8592,WSF1,1968,1,HI001119,EFS1,15003008913,21.383732,-158.026214,EDU1,1.5003E+14,4
297,Honowai Elementary - Bldg K,94-660 HONOWAI ST,WAIPAHU,96797,HI,485100,485100,2772,WSF1,1968,1,HI001123,EFS1,15003008913,21.383732,-158.026214,EDU1,1.5003E+14,4
298,Helemano Elem - Bldg P12,1001 IHIIHI AVE,WAHIAWA,96786,HI,142100,142100,812,WSF1,1994,1,HI001659,EFS1,15003009100,21.514167,-158.023312,EDU1,1.5003E+14,3
299,Helemano Elem - Bldg P13,1001 IHIIHI AVE,WAHIAWA,96786,HI,142100,142100,812,WSF1,1994,1,HI001660,EFS1,15003009100,21.514167,-158.023312,EDU1,1.5003E+14,3
300,Helemano Elem - Bldg P14,1001 IHIIHI AVE,WAHIAWA,96786,HI,142100,142100,812,WSF1,1994,1,HI001661,EFS1,15003009100,21.514167,-158.023312,EDU1,1.5003E+14,3
301,Kainalu Elementary - Bldg P1,165 KAIHOLU ST,KAILUA,96734,HI,156800,156800,896,WSF1,1954,1,HI001789,EFS1,15003010904,21.412875,-157.748302,EDU1,1.5003E+14,4
302,Kainalu Elementary - Bldg P2,165 KAIHOLU ST,KAILUA,96734,HI,156800,156800,896,WSF1,1954,1,HI001790,EFS1,15003010904,21.412875,-157.748302,EDU1,1.5003E+14,4
303,Kainalu Elementary - Bldg P3,165 KAIHOLU ST,KAILUA,96734,HI,156800,156800,896,WSF1,1954,1,HI001791,EFS1,15003010904,21.412875,-157.748302,EDU1,1.5003E+14,4
304,Kainalu Elementary - Bldg P4,165 KAIHOLU ST,KAILUA,96734,HI,156800,156800,896,WSF1,1954,1,HI001793,EFS1,15003010904,21.412875,-157.748302,EDU1,1.5003E+14,4
305,Makakilo Elementary - Bldg K,92-675 ANIPEAHI ST,KAPOLEI,96707,HI,1078700,1078700,6164,WSF1,1969,1,HI001335,EFS1,15003008604,21.344312,-158.084779,EDU1,1.5003E+14,4
306,Makakilo Elementary - Bldg K,92-675 Anipeahi St,Kapolei,96707,HI,1078.7,1078.7,6164,WSF1,1969,1,HI000753,EFS1,15003008622,21.34431,-158.08478,EDU1,1.5003E+14,4
307,Barbers Point Elem - Bldg B,91-1001 BOXER ST BPNAS,BARBERS POINT,96862,HI,1610700,1610700,9204,WSF1,1954,1,HI001586,EFS1,15003008500,21.322413,-158.081912,EDU1,1.5003E+14,3
308,Koko Head Elementary - Bldg P3,189 LUNALILO HOME RD,HONOLULU,96825,HI,189175,189175,1081,WSF1,1967,1,HI001271,EFS1,15003000102,21.274647,-157.704478,EDU1,1.5003E+14,4
309,Koko Head Elementary - Bldg P4,189 LUNALILO HOME RD,HONOLULU,96825,HI,156800,156800,896,WSF1,1967,1,HI001272,EFS1,15003000102,21.274647,-157.704478,EDU1,1.5003E+14,4
310,Koko Head Elementary - Bldg P5,189 LUNALILO HOME RD,HONOLULU,96825,HI,156800,156800,896,WSF1,1967,1,HI001273,EFS1,15003000102,21.274647,-157.704478,EDU1,1.5003E+14,4
311,Koko Head Elementary - Bldg P6,189 LUNALILO HOME RD,HONOLULU,96825,HI,156800,156800,896,WSF1,1967,1,HI001274,EFS1,15003000102,21.274647,-157.704478,EDU1,1.5003E+14,4
312,Koko Head Elementary - Bldg P3,189 Lunalilo Home Rd,Honolulu,96825,HI,189.18,189.18,1081,WSF1,1967,1,HI000689,EFS1,15003000114,21.27465,-157.70448,EDU1,1.5003E+14,4
313,Koko Head Elementary - Bldg P4,189 Lunalilo Home Rd,Honolulu,96825,HI,156.8,156.8,896,WSF1,1967,1,HI000690,EFS1,15003000114,21.27465,-157.70448,EDU1,1.5003E+14,4
314,Koko Head Elementary - Bldg P5,189 Lunalilo Home Rd,Honolulu,96825,HI,156.8,156.8,896,WSF1,1967,1,HI000691,EFS1,15003000114,21.27465,-157.70448,EDU1,1.5003E+14,4
315,Koko Head Elementary - Bldg P6,189 Lunalilo Home Rd,Honolulu,96825,HI,156.8,156.8,896,WSF1,1967,1,HI000692,EFS1,15003000114,21.27465,-157.70448,EDU1,1.5003E+14,4
316,Mokapu Elementary - Bldg B,800 MOKAPU RD KMCAS,KANEOHE,96863,HI,911400,911400,5208,WSF1,1960,1,HI001411,EFS1,15003010802,21.444325,-157.749199,EDU1,1.5003E+14,4
317,Mokapu Elementary - Bldg C,800 MOKAPU RD KMCAS,KANEOHE,96863,HI,588000,588000,3360,WSF1,1960,1,HI001412,EFS1,15003010802,21.444325,-157.749199,EDU1,1.5003E+14,4
318,Mokapu Elementary - Bldg D,800 MOKAPU RD KMCAS,KANEOHE,96863,HI,588000,588000,3360,WSF1,1960,1,HI001413,EFS1,15003010802,21.444325,-157.749199,EDU1,1.5003E+14,4
319,Mokapu Elementary - Bldg E,800 MOKAPU RD KMCAS,KANEOHE,96863,HI,588000,588000,3360,WSF1,1960,1,HI001414,EFS1,15003010802,21.444325,-157.749199,EDU1,1.5003E+14,4
320,Mokapu Elementary - Bldg F,800 MOKAPU RD KMCAS,KANEOHE,96863,HI,541800,541800,3096,WSF1,1960,1,HI001415,EFS1,15003010802,21.444325,-157.749199,EDU1,1.5003E+14,4
321,Waiahole Elementary - Bldg P1,48-215 WAIAHOLE VALLEY RD,KANEOHE,96744,HI,156800,156800,896,WSF1,1966,1,HI001619,EFS1,15003010303,21.483287,-157.851652,EDU1,1.5003E+14,4
322,Waiahole Elementary - Bldg P2,48-215 WAIAHOLE VALLEY RD,KANEOHE,96744,HI,156800,156800,896,WSF1,1966,1,HI001620,EFS1,15003010303,21.483287,-157.851652,EDU1,1.5003E+14,4
323,Maunawili Elementary - Bldg F,1465 ULUPII ST,KAILUA,96734,HI,1458100,1458100,8332,WSF1,1958,1,HI001360,EFS1,15003011000,21.37698,-157.752132,EDU1,1.5003E+14,4
324,Manoa Elementary - Bldg E,3155 MANOA RD,HONOLULU,96822,HI,1220625,1220625,6975,WSF1,1952,1,HI001347,EFS1,15003003102,21.315937,-157.80819,EDU1,1.5003E+14,4
325,Nuuanu Elementary - Bldg J,3055 PUIWA LN,HONOLULU,96817,HI,1244775,1244775,7113,WSF1,1960,1,HI001441,EFS1,15003004500,21.335518,-157.835026,EDU1,1.5003E+14,4
326,Manana Elementary - Bldg O,1147 KUMANO ST,PEARL CITY,96782,HI,536550,536550,3066,WSF1,1974,1,HI001343,EFS1,15003008006,21.408352,-157.971365,EDU1,1.5003E+14,4
327,Manana Elementary - Bldg D,1147 KUMANO ST,PEARL CITY,96782,HI,233275,233275,1333,WSF1,1970,1,HI001342,EFS1,15003008006,21.408352,-157.971365,EDU1,1.5003E+14,4
328,Mililani Mauka Elem - Bldg TB1,95-1111 MAKAIKAI ST,MILILANI,96789,HI,142100,142100,812,WSF1,1997,1,HI001378,EFS1,15003008916,21.47097,-158.000902,EDU1,1.5003E+14,4
329,Mililani Mauka Elem - Bldg TB3,95-1111 MAKAIKAI ST,MILILANI,96789,HI,142100,142100,812,WSF1,1998,1,HI001379,EFS1,15003008916,21.47097,-158.000902,EDU1,1.5003E+14,4
330,Mililani Mauka Elem - Bldg TB4,95-1111 MAKAIKAI ST,MILILANI,96789,HI,142100,142100,812,WSF1,1998,1,HI001380,EFS1,15003008916,21.47097,-158.000902,EDU1,1.5003E+14,4
331,Mililani Mauka Elem - Bldg TB5,95-1111 MAKAIKAI ST,MILILANI,96789,HI,142100,142100,812,WSF1,2001,1,HI001381,EFS1,15003008916,21.47097,-158.000902,EDU1,1.5003E+14,4
332,Mililani Mauka Elem - Bldg TB6,95-1111 MAKAIKAI ST,MILILANI,96789,HI,142100,142100,812,WSF1,2001,1,HI001382,EFS1,15003008916,21.47097,-158.000902,EDU1,1.5003E+14,4
333,Mililani Mauka Elementary - Bldg TB1,95-1111 Makaikai St ,Mililani,96789,HI,142.1,142.1,812,WSF1,1997,1,HI000796,EFS1,15003008929,21.47097,-158.0009,EDU1,1.5003E+14,4
334,Mililani Mauka Elementary - Bldg TB3,95-1111 Makaikai St ,Mililani,96789,HI,142.1,142.1,812,WSF1,1998,1,HI000797,EFS1,15003008929,21.47097,-158.0009,EDU1,1.5003E+14,4
335,Mililani Mauka Elementary - Bldg TB4,95-1111 Makaikai St ,Mililani,96789,HI,142.1,142.1,812,WSF1,1998,1,HI000798,EFS1,15003008929,21.47097,-158.0009,EDU1,1.5003E+14,4
336,Mililani Mauka Elementary - Bldg TB5,95-1111 Makaikai St ,Mililani,96789,HI,142.1,142.1,812,WSF1,2001,1,HI000799,EFS1,15003008929,21.47097,-158.0009,EDU1,1.5003E+14,4
337,Mililani Mauka Elementary - Bldg TB6,95-1111 Makaikai St ,Mililani,96789,HI,142.1,142.1,812,WSF1,2001,1,HI000800,EFS1,15003008929,21.47097,-158.0009,EDU1,1.5003E+14,4
338,KE KULA O EHUNUIKAIMALINO,81-1045 KONAWAENA SCHOOL ROAD,KEALAKEKUA,nan,HI,2385.24,2385.24,0,WSF1,1982,1,HI001210,EFS1,15001021402,19.51161,-155.9215,EDU1,1.5001E+14,3
339,Ke Kula O Kamakau Lab PCS - Bldg D,45-35 KANEOHE BAY DR,KANEOHE,96744,HI,34300,34300,196,WSF1,1947,1,HI001842,EFS1,15003010701,21.410467,-157.779099,EDU1,1.5003E+14,3
340,Ke Kula O Kamakau Lab PCS - Bldg D,45-35 KANEOHE BAY DR,KANEOHE,96744,HI,34300,34300,196,WSF1,1949,1,HI001843,EFS1,15003010701,21.410467,-157.779099,EDU1,1.5003E+14,3
341,Keaau PS,16-200 Pili Mua Street,Keaau,96749,HI,241500,362250,950,WSF1,1974,1,HI000034,EFPS,15001021013,19.62115,-155.04012,GOV2,1.5001E+14,4
342,PAHOA ELEMENTARY SCHOOL,15-3030 PUNA ROAD,PAHOA,nan,HI,9890.77,9890.77,35,WSF1,1964,1,HI001733,EFS1,15001021106,19.51461,-154.90462,EDU1,1.5001E+14,4
343,INNOVATIONS PUBLIC CHARTER,76-147A ROYAL POINCIANA DR,KAILUA-KONA,nan,HI,1737.5,1737.5,0,WSF1,1951,1,HI001792,EFS1,15001021604,19.61354,-155.97978,EDU1,1.5001E+14,3
344,KAUNAKAKAI ELEMENTARY SCHOOL,30 AILOA STREET,KAUNAKAKAI,nan,HI,9553.55,9553.55,35,WSF1,1958,1,HI001533,EFS1,15009031700,21.08844,-157.01839,EDU1,1.5009E+14,3
345,KOHALA MIDDLE SCHOOL,53-4155 AKONI PULE HWY,KAPAAU,nan,HI,3569.52,3569.52,0,WSF1,1983,1,HI001779,EFS1,15001021800,20.2014,-155.7864,EDU1,1.5001E+14,4
346,KOHALA HIGH SCHOOL,54-3611 AKONI PULE HIGHWAY,KAPAAU,nan,HI,8804.93,8804.93,66,WSF1,1953,1,HI001766,EFS1,15001021800,20.2338,-155.803,EDU1,1.5001E+14,4
347,HOOKENA ELEMENTARY SCHOOL,86-4355 MAMALAHOA HIGHWAY,CAPTAIN COOK,nan,HI,5122.15,5122.15,0,WSF1,1962,1,HI001750,EFS1,15001021300,19.39619,-155.88105,EDU1,1.5001E+14,3
348,Honokaa Fire Station,45-3362 Mamane Street,Honokaa,96727,HI,655500,983250,2578,WSF1,1959,1,HI000056,EFFS,15001021902,20.07708,-155.46468,GOV2,1.5001E+14,3
349,KULA AUPUNI NI'IHAU A KA,8315 Kekaha Rd # P,KEKAHA,nan,HI,3686.28,3686.28,0,WSF1,1951,2,HI001782,EFS1,15007040900,21.97,-159.712,EDU1,1.5007E+14,3
350,KA 'UMEKE KA'EO PUBLIC CHARTER ,222 DESHA AVENUE,HILO,nan,HI,1918.2,1918.2,0,WSF1,1982,1,HI001204,EFS1,15001020600,19.73166,-155.04853,EDU1,1.5001E+14,3
351,HOLUALOA ELEMENTARY SCHOOL,76-5957 MAMALAHOA HIGHWAY,HOLUALOA,nan,HI,2923.72,2923.72,18,WSF1,1954,1,HI001744,EFS1,15001021502,19.62176,-155.95145,EDU1,1.5001E+14,3
352,WATERS OF LIFE PUBLIC CHARTER ,18-1355 Volcano Rd,MOUNTAIN VIEW,nan,HI,2852.28,2852.28,0,WSF1,1994,1,HI001773,EFS1,15001021010,19.549,-155.108,EDU1,1.5001E+14,3
353,KOLOA ELEMENTARY SCHOOL,3223 POIPU ROAD,KOLOA,nan,HI,2557.6,2557.6,0,WSF1,1983,1,HI001585,EFS1,15007040604,21.90216,-159.4692,EDU1,1.5007E+14,3
354,HAWAII ACADEMY OF ARTS & SCIENCES PCS,15-2874 PAHOA VILLAGE ROAD,PAHOA,nan,HI,2518.68,2518.68,0,WSF1,1977,1,HI001802,EFS1,15001021106,19.49737,-154.95244,EDU1,1.5001E+14,4
355,Pahoa Fire Station,15-2908 Pahoa Village Road,Pahoa,96778,HI,793500,1190250,3121,WSF1,1981,1,HI000069,EFFS,15001021106,19.49352,-154.94653,GOV2,1.5001E+14,4
356,HAAHEO ELEM SCHOOL,121 HAAHEO ROAD,HILO,nan,HI,2237.9,2237.9,0,WSF1,1957,1,HI001043,EFS1,15001020202,19.7483,-155.09537,EDU1,1.5001E+14,3
357,THE VOLCANO SCH OF ARTS & SCI,99-128 OLD VOLCANO ROAD,VOLCANO,nan,HI,1904.3,1904.3,0,WSF1,1972,2,HI001800,EFS1,15001021011,19.45611,-155.19366,EDU1,1.5001E+14,4
358,KUA 'O KA LA PUBLIC CHARTER SCHOOL,14-5322 Kalapana-Kapoho Rd,PAHOA,nan,HI,1668,1668,0,WSF1,1982,1,HI001212,EFS1,15001021101,19.4801,-154.9276,EDU1,1.5001E+14,4
359,KANUIKAPONO CHARTER SCHOOL,4333 Kukuihale Rd,AHAHOLA,nan,HI,1668,1668,0,WSF1,1977,1,HI001213,EFS1,15007940000,22.1452,-159.3155,EDU1,1.50079E+14,3
360,KE KULA NI'IHAU O KEKAHA LC,8135 KEKAHA ROAD,KEKAHA,nan,HI,1668,1668,0,WSF1,1972,1,HI001797,EFS1,15007040900,21.975,-159.71955,EDU1,1.5007E+14,3
361,MAUNALOA ELEMENTARY SCHOOL,128 MAUNALOA ROAD,MAUNALOA,nan,HI,1390,1390,0,WSF1,1957,1,HI001051,EFS1,15009031801,21.1424,-157.2239,EDU1,1.5009E+14,2
362,KE KULA 'O NAWAHIOKALANI 'OPU'U IKI L,16-120 OPUKAHAIA ST  SUITE 2,KEAAU,nan,HI,1390,1390,0,WSF1,1982,1,HI001206,EFS1,15001021013,19.60595,-155.03036,EDU1,1.5001E+14,4
363,KEANAE ELEMENTARY SCHOOL,4111 HANA HIGHWAY,KEANAE,nan,HI,1390,1390,0,WSF1,1971,1,HI001535,EFS1,15009030100,20.7537,-156.0788,EDU1,1.5009E+14,5
364,KILOHANA ELEMENTARY SCHOOL,HC 01  BOX 334,KAUNAKAKAI,nan,HI,1390,1390,0,WSF1,1971,1,HI001539,EFS1,15009031700,21.0946,-156.9337,EDU1,1.5009E+14,3
365,KE ANA LA'AHANA PUBLIC CHARTER ,162 Baker Ave,HILO,nan,HI,1167,1167,0,WSF1,1951,1,HI001794,EFS1,15001020600,19.73476,-155.03677,EDU1,1.5001E+14,4
366,KAHUKU EOC,56-460 KAMEHAMEHA HWY,KAHUKU,96731,HI,1203500,1805250,4734,WSF1,1976,1,HI000008,EFEO,15003010100,21.372425,-157.744699,GOV2,1.5003E+14,4
367,KAILUA EOC,42-377 KALANIANAOLE HWY,KAILUA,96734,HI,608000,912000,2392,WSF1,1990,1,HI000007,EFEO,15003011103,21.264919,-157.80263,GOV2,1.5003E+14,3
368,Kailua-Kona FS,74-5537 Palani Road,Kailua-Kona,96740,HI,200100,300150,787,WSF1,1983,1,HI000072,EFFS,15001021601,19.64758,-155.99232,GOV2,1.5001E+14,3
369,Hoolehua Fire Station,2190 Farrington Ave.,Hoolehua,96729,HI,120000,180000,472,WSF1,1992,1,HI000080,EFFS,15009031801,21.16355,-157.050194,GOV2,1.5009E+14,3
370,Kawailani Fire Station,411 W. Kawailani Street,Hilo,96720,HI,414000,621000,1628,WSF1,1998,1,HI000087,EFFS,15001020701,19.68385,-155.07968,GOV2,1.5001E+14,3
371,Laupahoehoe PS,36-2285 Old Mamalahoa Highway,Laupahoehoe,96764,HI,690000,1035000,2714,WSF1,1966,1,HI000044,EFPS,15001022102,19.98354,-155.23226,GOV2,1.5001E+14,3
372,Laupahoehoe FS,36-2285 Old Mamalahoa Highway,Laupahoehoe,96764,HI,552000,828000,2171,WSF1,1999,1,HI000089,EFFS,15001022102,19.98354,-155.23226,GOV2,1.5001E+14,3
373,Laupahoehoe VFS,36-2285 Old Mamalahoa Highway,Laupahoehoe,96764,HI,155250,232875,611,WSF1,1990,1,HI000003,EFFS,15001022102,19.98354,-155.23226,GOV2,1.5001E+14,3
374,North Kohala FS,Hawi-Niulii Road at Hospital Road,Kapaau,96755,HI,483000,724500,1900,WSF1,1988,1,HI000076,EFFS,15001021800,20.22927,-155.79858,GOV2,1.5001E+14,4
375,North Kohala FS,Hawi-Niulii Road at Hospital Road,Kapaau,96755,HI,172500,258750,679,WSF1,1980,1,HI000067,EFFS,15001021800,20.2294,-155.79865,GOV2,1.5001E+14,4
376,Pahoa PS,15-2879 Pahoa Village Road,Pahoa,96778,HI,379500,569250,1493,WSF1,1977,1,HI000035,EFPS,15001021106,19.49463,-154.94788,GOV2,1.5001E+14,4
377,Paradise Park FS,15-1575 Paradise Drive,Keaau,96749,HI,345000,517500,1357,WSF1,1990,1,HI000004,EFFS,15001021005,19.57428,-154.97417,GOV2,1.5001E+14,4
378,Paradise Park FS,15-1575 Paradise Drive,Keaau,96749,HI,293250,439875,1153,WSF1,1990,1,HI000005,EFFS,15001021005,19.57428,-154.97425,GOV2,1.5001E+14,4
379,Hawaiian Acres VFS,16-1325 Moho Road,Kurtistown,96760,HI,276000,414000,1086,WSF1,1994,1,HI000082,EFFS,15001021010,19.55645,-155.05,GOV2,1.5001E+14,3
380,Queens Medical Center,1236 LAUHALA ST,HONOLULU,96813,HI,16520000,24780000,54639,CERBH,1980,1,HI000199,EFHM,15003005700,21.307815,-157.853944,COM6,1.5003E+14,4
381,Queens Medical Center,1236 Lauhala St,Honolulu,96813,HI,16800000,25200000,55565,CERBH,nan,1,HI000046,EFHL,15003004100,21.30782,-157.85394,COM6,1.5003E+14,4
382,St. Francis Medical Center,2230 LILIHA ST,HONOLULU,96817,HI,16520000,24780000,54639,CERBH,1980,1,HI000205,EFHM,15003005700,21.329542,-157.852662,COM6,1.5003E+14,4
383,St Francis MC,2230 Liliha St,Honolulu,96817,HI,16800000,25200000,55565,CERBH,nan,1,HI000044,EFHL,15003004700,21.32954,-157.85266,COM6,1.5003E+14,4
384,Tripler Army Medical Center,1250 ALA AOLANI,HONOLULU,96819,HI,16520000,24780000,54639,CERBH,1945,1,HI000227,EFHM,15003005700,21.359535,-157.884171,COM6,1.5003E+14,5
385,Tripler Army MC,1250 Ala Aolani,Honolulu,96819,HI,16800000,25200000,55565,CERBH,1945,1,HI000031,EFHL,15003006701,21.35954,-157.88417,COM6,1.5003E+14,5
386,Kapiolani Medical Center,1637 BINGHAM ST,HONOLULU,96826,HI,4150000,6225000,13726,CERBH,1976,12,HI000147,EFHM,15003005700,21.299408,-157.832805,COM6,1.5003E+14,4
387,Kapiolani Medical Center,1637 BINGHAM ST,HONOLULU,96826,HI,4150000,6225000,13726,CERBH,1977,7,HI000151,EFHM,15003005700,21.299408,-157.832805,COM6,1.5003E+14,4
388,Kapiolani Medical Center,1637 Bingham St,Honolulu,96826,HI,16800000,25200000,55565,CERBH,1976,12,HI000056,EFHL,15003002600,21.29941,-157.83281,COM6,1.5003E+14,4
389,Kapiolani Medical Center,1637 Bingham St,Honolulu,96826,HI,16800000,25200000,55565,CERBH,1977,7,HI000060,EFHL,15003002600,21.29941,-157.83281,COM6,1.5003E+14,4
390,Kuakini Medical Center,347 N KUAKINI ST,HONOLULU,96817,HI,4150000,6225000,13726,CERBH,1968,6,HI000157,EFHM,15003005700,21.32171,-157.858251,COM6,1.5003E+14,4
391,Kuakini Medical Center,347 N KUAKINI ST,HONOLULU,96817,HI,4150000,6225000,13726,CERBH,1978,9,HI000158,EFHM,15003005700,21.32171,-157.858251,COM6,1.5003E+14,4
392,Kuakini Medical Center,347 N KUAKINI ST,HONOLULU,96817,HI,4150000,6225000,13726,CERBH,1979,10,HI000159,EFHM,15003005700,21.32171,-157.858251,COM6,1.5003E+14,4
393,Kuakini MC,347 N Kuakini St,Honolulu,96817,HI,8400000,12600000,27782,CERBH,1978,9,HI000037,EFHM,15003005000,21.32171,-157.85825,COM6,1.5003E+14,4
394,Kuakini MC,347 N Kuakini St,Honolulu,96817,HI,8400000,12600000,27782,CERBH,1979,10,HI000038,EFHM,15003005000,21.32171,-157.85825,COM6,1.5003E+14,4
395,Kuakini MC,347 N Kuakini St,Honolulu,96817,HI,8400000,12600000,27782,CERBH,1968,6,HI000036,EFHM,15003005000,21.32171,-157.85825,COM6,1.5003E+14,4
396,Straub Clinic & Hospital,888 S KING ST,HONOLULU,96813,HI,4150000,6225000,13726,CERBH,1970,7,HI000210,EFHM,15003005700,21.302669,-157.850598,COM6,1.5003E+14,4
397,Straub Clinic & Hospital,888 S KING ST,HONOLULU,96813,HI,4150000,6225000,13726,CERBH,1962,8,HI000212,EFHM,15003005700,21.302669,-157.850598,COM6,1.5003E+14,4
398,Straub Clinic & Hospital,888 S King St,Honolulu,96813,HI,8400000,12600000,27782,CERBH,1962,8,HI000051,EFHM,15003004100,21.30267,-157.8506,COM6,1.5003E+14,4
399,Straub Clinic & Hospital,888 S King St,Honolulu,96813,HI,8400000,12600000,27782,CERBH,1970,7,HI000049,EFHM,15003004100,21.30267,-157.8506,COM6,1.5003E+14,4
400,Hawaii Pacific University,1164 Bishop St,Honolulu,96813,HI,144750312,217125468,747600,CERBH,1990,20,HI001962,EFS2,15003004000,21.3103,-157.8607,EDU2,1.5003E+14,4
401,Pacific Ocean Sci & Tech (POST),1686 East West Road,HONOLULU,96848,HI,112500000,168750000,225000,CERBH,1995,9,HI001940,EFS2,15003002701,21.297517,-157.816302,EDU2,1.5003E+14,4
402,Biomedical Sciences Building,1960 East West Road,HONOLULU,96848,HI,92296000,138444000,184592,CERBH,1972,8,HI001947,EFS2,15003002701,21.303433,-157.81466,EDU2,1.5003E+14,4
403,Wahiawa General Hospital,128 LEHUA ST,WAHIAWA,96786,HI,16520000,24780000,54639,MERBL,1980,1,HI000230,EFHM,15003005700,21.498846,-158.02643,COM6,1.5003E+14,4
404,Wahiawa General Hospital ,128 Lehua St,Wahiawa,96786,HI,16800000,25200000,55565,MERBL,nan,1,HI000081,EFHL,15003009300,21.49885,-158.02643,COM6,1.5003E+14,4
405,Kahi Mohala,2301 FORT WEAVER RD,EWA BEACH,96706,HI,4150000,6225000,13726,MERBL,1983,1,HI000122,EFHM,15003005700,21.37647,-158.037904,COM6,1.5003E+14,2
406,Kahi Mohala,2301 FORT WEAVER RD,EWA BEACH,96706,HI,4150000,6225000,13726,MERBL,1983,1,HI000123,EFHM,15003005700,21.37647,-158.037904,COM6,1.5003E+14,2
407,Kahi Mohala,2301 FORT WEAVER RD,EWA BEACH,96706,HI,4150000,6225000,13726,MERBL,1983,1,HI000124,EFHM,15003005700,21.37647,-158.037904,COM6,1.5003E+14,2
408,Kahi Mohala,2301 FORT WEAVER RD,EWA BEACH,96706,HI,4150000,6225000,13726,MERBL,1984,1,HI000125,EFHM,15003005700,21.37647,-158.037904,COM6,1.5003E+14,2
409,Kahi Mohala,2301 FORT WEAVER RD,EWA BEACH,96706,HI,4150000,6225000,13726,MERBL,1983,1,HI000126,EFHM,15003005700,21.37647,-158.037904,COM6,1.5003E+14,2
410,Kahi Mohala,2301 Fort Weaver Rd,Ewa Beach,96706,HI,8400000,12600000,27782,MERBL,1983,1,HI000085,EFHM,15003008614,21.37647,-158.0379,COM6,1.5003E+14,2
411,Kahi Mohala,2301 Fort Weaver Rd,Ewa Beach,96706,HI,8400000,12600000,27782,MERBL,1983,1,HI000086,EFHM,15003008614,21.37647,-158.0379,COM6,1.5003E+14,2
412,Kahi Mohala,2301 Fort Weaver Rd,Ewa Beach,96706,HI,8400000,12600000,27782,MERBL,1983,1,HI000087,EFHM,15003008614,21.37647,-158.0379,COM6,1.5003E+14,2
413,Kahi Mohala,2301 Fort Weaver Rd,Ewa Beach,96706,HI,8400000,12600000,27782,MERBL,1984,1,HI000088,EFHM,15003008614,21.37647,-158.0379,COM6,1.5003E+14,2
414,Kahi Mohala,2301 Fort Weaver Rd,Ewa Beach,96706,HI,8400000,12600000,27782,MERBL,1983,1,HI000089,EFHM,15003008614,21.37647,-158.0379,COM6,1.5003E+14,2
415,Kahuku Hospital,56-117 PUALALEA ST,KAHUKU,96731,HI,4150000,6225000,13726,MERBL,1939,1,HI000127,EFHM,15003005700,21.676543,-157.954501,COM6,1.5003E+14,3
416,Kahuku Hospital,56-117 PUALALEA ST,KAHUKU,96731,HI,4150000,6225000,13726,MERBL,1917,1,HI000128,EFHM,15003005700,21.676543,-157.954501,COM6,1.5003E+14,3
